Fiction and the Figures of Life,William H. Gass,1970,
Blue Highways: A Journey into America,William Least Heat-Moon,1982,
Other Inquisitions,Jorge Luis Borges,1952,
For a New Novel,Alain Robbe-Grillet,1953,
The Last Days of Hitler,Hugh Trevor-Roper,1947,
Little Wilson and Big God,Anthony Burgess,1986,
Coming of Age in Samoa,Margaret Mead,1928,
A tour thro' the whole island of Great Britain,Daniel Defoe,1727,
Being Jordan,Katie Price,2004,
Mencken Chrestomathy,H.L. Mencken,1949,
Anabasis,Xenophon,-370,
Webster's Dictionary,Noah Webster,1828,
The Diary of Fanny Burney,Fanny Burney,1778,
The History of the World,Sir Walter Raleigh,1614,
Thesaurus of English Words and Phrases,Peter Mark Roget,1852,
Works of Gottfried Wilhelm Leibniz,Gottfried Wilhelm Leibniz,1716,
Awopbopaloobop Alopbamboom: The Golden Age of Rock,Nik Cohn,1969,
Philosophy of Modern Music,Theodor Adorno,1973,
The Revenge of Gaia,James Lovelock,2006,
Household Education,Harriet Martineau,1848,
Behaviorism,John Watson,1930,
Race Matters,Cornel West,1994,
The Rhetoric of Fiction,Wayne C Booth,1961,
The New Science,Giambattista Vico,1725,
Patterns of Culture,Ruth Benedict,1934,
Intelligent Life in the Universe,Carl Sagan,1966,
Confessions of an English Opium-Eater,Thomas de Quincey,1821,
"Men are from Mars, Women are from Venus",John Gray,1992,
Psychology of the Unconscious,C.G. Jung,1916,
The Pleasure of the Text,Roland Barthes,1975,
The Names,N. Scott Momaday,1976,
The Weather Makers,Tim Flannery,2005,
The History of the Standard Oil Company,Ida Tarbell,1904,
A Walker in the City,Alfred Kazin,1951,
Them: A Memoir Of Parents,Francine du Plessix Gray,2005,
Documents of Modern Art,Robert Motherwell,1972,
One Man's Meat,E. B. White,1944,
Change We Can Believe In,Barack Obama,2008,
Under the Eye of the Clock,Christopher Nolan,1987,
A Life of Picasso,John Richardson,1991,
Changing My Mind: Occasional Essays,Zadie Smith,2009,
Motivation and Personality,Abraham Maslow,1954,
Psychological Types,Carl Jung,1921,
London Orbital: A Year Walking Around the M25,Iain Sinclair,2002,
Smoking and Health,Surgeon General,1962,
Fargo Rock City,Chuck Klosterman,2001,
What It Takes,Richard Ben Cramer,1988,
Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,1997,
Coming of Age in the Milky Way,Timothy Ferris,1988,
Satyagraha in South Africa,Gandhi,1928,
AA Big Book,Bill W,1939,
Collected essays,Aldous Huxley,1958,
House,Tracy Kidder,1985,
Metaphors of Memory,D. Draaisma,2000,
The Histories,Polybius,-146,
Picture,Lillian Ross,1952,
Reflections from Captivity,Ho Chi Minn,1978,
Travels with a Donkey in the C̩vennes,Robert Louis Stevenson,1879,
Domestic Manners of the Americans,Fanny Trollope,1832,
The Blair Years,Alastair Campbell,2007,
Dust Tracks on a Road: An Autobiography,Zora Neale Hurston,1942,
The Reluctant Fundamentalist,Mohsin Hamid,2007,
London Labour and the London Poor,Henry Mayhew,1851,
Whoredom in Kimmage,Rosemary Mahoney,1993,
A Drinking Life: A Memoir,Pete Hamill,1994,
Farewell to Manzanar,"Jeanne Wakatsuki Houston, James D. Houston",1973,
Snobbery: The American Version,Joseph Epstein,2002,
My Kind of Place,Susan Orlean,2004,
How the Other Half Lives,Jacob Riis,1890,
Lit: A Memoir,Mary Karr,2009,
In the Shadow of Man,Jane Goodall,1971,
The Masters and the Slaves,Gilberto Freyre,1933,
The Hasheesh Eater,Fitz Hugh Ludlow,1857,
A Life's Work: On Becoming a Mother,Rachel Cusk,2001,
Judgement and Reasoning in the Child,Jean Piaget,1928,
This Hallowed Ground,Bruce Catton,1956,
Creatures that Once Were Men,Maksim Gorky,1905,
A Sense of Where You Are,John McPhee,1965,
Happiness in Marriage,Margaret Sanger,1926,
The Edward Hoagland Reader,Edward Hoagland,1979,
Natural History,Pliny (the Elder),79,
"Theophrastus: His Psychological, Doxographical, and Scientific Writings","William Wall Fortenbaugh, Dimitri Gutas",1992,
The Immense Journey,Loren Eiseley,1957,
Function of the Orgasm,Wilhelm Reich,1973,
Sexual Behavior in the Human Male,Alfred C. Kinsey,1948,
The Road to Wigan Pier,George Orwell,1937,
My Early Life,Winston Churchill,1930,
Devotions upon Emergent Occasions,John Donne,1624,
Novum Organum,Francis Bacon,1620,
On the Babylonian Captivity of the Church,Martin Luther,1520,
An inquiry into the causes and effects of the variolae vaccinae,Edward Jenner,1798,
On the Fabric of the Human Body,Andreas Vesalius,1543,
Enquiry Concerning Political Justice,William Godwin,1793,
The New Fiction,Joe David Bellamy,1974,
On Aggression,Konrad Lorenz,1966,
Experiments on Plant Hybridization,Gregor Mendel,1865,
A Critique of the Theory of Evolution,Thomas Hunt Morgan,1916,
The Solace of Open Spaces,Gretel Ehrlich,1986,
The Great Railway Bazaar,Paul Theroux,1975,
The Audacity of Hope,Barack Obama,2006,
Parliament of Whores,P. J. O'Rourke,1991,
"The Influence of Sea Power Upon History, 1660-1783",Alfred Thayer Mahan,1890,
"Catiline's War, The Jugurthine War, Histories",Sallust,-35,
The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,2014,
"Hydriotaphia, Urn Burial",Sir Thomas Browne,1658,
Taking the World in for Repairs,Richard Selzer,1986,
The Water Is Wide,Pat Conroy,1972,
Black Elk Speaks,John G. Neihardt,1932,
The World Without Us,Alan Weisman,2007,
Masscult and Midcult: Essays Against the American Grain,Dwight Macdonald,1962,
The Course in Positive Philosophy,Auguste Comte,1842,
Decline of the West,Oswald Spengler,1918,
Encyclicals of Pope John XXIII,Pope John XXIII,1965,
My Life and Hard Times,James Thurber,1933,
Earth: An Intimate History,Richard Fortey,2004,
The Suspicions of Mr Whicher,Kate Summerscale,2008,
A Homemade World,Hugh Kenner,1951,
How We Live,Rust Hills,2003,
Mein Kampf,Adolf Hitler,1925,
Postwar,Tony Judt,2005,
Theory of Games and Economic Behavior,John Von Neumann,1944,
Tales from Ovid,Ted Hughes,1997,
The Wordy Shipmates,Sarah Vowell,2008,
The City of God,Saint Augustine,426,
The Montessori Method,Maria Montessori,1912,
Hunger of Memory,Richard Rodriguez,1982,
"Boswell's London Journal, 1762-1763",James Boswell,1763,
Culture and Anarchy,Matthew Arnold,1869,
The Female Eunuch,Germaine Greer,1970,
Ariel,Sylvia Plath,1965,
